url,response
http://www.barnwellparkgolfclub.com.au/,"```json
{
  ""address"": ""551 Lyons Road West\nFive Dock NSW 2046\nAustralia"",
  ""contact_number"": ""02 9713 1162"",
  ""name"": ""Barnwell Park Golf Club""
}
```"
http://www.nswgolfclub.com.au/,"```json
{
  ""address"": ""Botany Bay National Park\nLa Perouse"",
  ""contact_number"": ""+61 2 9661 4455"",
  ""name"": ""New South Wales Golf Club""
}
```"
http://www.rowesbaygolfclub.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb,"```json
{
  ""address"": ""Emmerson Street\nPALLARENDA QLD 4810\nTOWNSVILLE"",
  ""contact_number"": ""(07) 4774 1188"",
  ""name"": ""Rowes Bay Golf Club""
}
```"
https://eastwoodgolf.com.au/,n/a
http://www.cooberpedygolfclub.com.au/,"```json
{
  ""address"": ""Rowe Drive\nCoober Pedy"",
  ""contact_number"": ""0417217904"",
  ""name"": ""Coober Pedy Opal Fields Golf Club""
}
```"
http://www.sheppartongolf.net.au/,"```json
{
  ""address"": ""Golf Drive\nShepparton\nVIC 3630"",
  ""contact_number"": ""(03) 5821 2717"",
  ""name"": ""Shepparton Golf Club""
}
```"
http://www.moegolfclub.com.au/,"```json
{
  ""address"": ""Thompsons Road, Moe 3825 VIC"",
  ""contact_number"": ""(03) 5127 2731"",
  ""name"": ""Moe Golf Club""
}
```"
https://www.golf.org.au/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb,"```json
{
  ""address"": ""n/a"",
  ""contact_number"": ""n/a"",
  ""name"": ""Golf Australia""
}
```"
https://www.humptydoogolfclub.com.au/,"```json
{
  ""address"": ""565 Pioneer Drive,\nHumpty Doo, NT, 0836"",
  ""contact_number"": ""(08) 8988 1118"",
  ""name"": ""Humpty Doo & Rural Area Golf Club""
}
```"
http://www.terreyhillsgolf.com.au/,"```json
{
    ""address"": ""116 Booralie Road,\nTerrey Hills, NSW, Australia 2084"",
    ""contact_number"": ""612 9450 0155"",
    ""name"": ""Terrey Hills Golf and Country Club""
}
```"
http://www.armidalegolf.com.au/,"```json
{
    ""address"": ""Golf Links Road\nArmidale, NSW, 2350"",
    ""contact_number"": ""(02) 6772 5837"",
    ""name"": ""Armidale Golf Club""
}
```"
http://www.devilbendgolf.com.au/,"```json
{
  ""address"": ""48 Loders Rd,\nMoorooduc VIC 3933"",
  ""contact_number"": ""(03) 5978 8405"",
  ""name"": ""Devilbend Golf Club""
}
```"
http://portmacquariegolf.com.au/,"```json
{
  ""address"": ""698 Ocean Drive,\nPort Macquarie\nNSW 2444"",
  ""contact_number"": ""(02) 6582 0409"",
  ""name"": ""Port Macquarie Golf Club""
}
```"
http://www.leuragolfclub.com.au/,"```json
{
  ""address"": ""n/a"",
  ""contact_number"": ""n/a"",
  ""name"": ""Leura Golf Club""
}
```"
https://jamberoogolf.com.au/,"```json
{
    ""address"": ""21 Allowrie Street\nJamberoo"",
    ""contact_number"": ""(02) 4236 0404"",
    ""name"": ""Jamberoo Golf Club""
}
```"
http://www.richriver.com.au/,"```json
{
    ""address"": ""Twenty Four Lane, Moama, NSW 2731"",
    ""contact_number"": ""03 5481 3333"",
    ""name"": ""Rich River Golf Club & Resort""
}
```"
http://www.facebook.com/moranbahgolfclub,"```json
{
  ""address"": ""Moranbah QLD"",
  ""contact_number"": ""n/a"",
  ""name"": ""Moranbah Golf Club""
}
```"
http://www.royalfremantlegc.com.au/,"```json
{
    ""address"": ""359 High Street\nFremantle\nWA, 6160"",
    ""contact_number"": ""(08) 9335 3866"",
    ""name"": ""Royal Fremantle Golf Club""
}
```"
http://www.cheltenhamgolf.com.au/,"```json
{
    ""address"": ""35 Victor Avenue\nCheltenham, VIC 3192"",
    ""contact_number"": ""+61 3 9583 6419"",
    ""name"": ""Cheltenham Golf Club""
}
```"
http://www.boxhillgolfclub.com.au/?utm_source=GMB&utm_medium=GMB&utm_campaign=GMB,n/a
https://forstertuncurrygolf.com.au/,"```json
{
  ""address"": ""Strand Street Forster NSW 2428"",
  ""contact_number"": ""02 6554 6799"",
  ""name"": ""Forster Tuncurry Golf Club""
}
```"
http://www.sandygallop.com.au/,"```json
{
    ""address"": ""100 Lobb Street, Ipswich Qld 4305"",
    ""contact_number"": ""(07) 3281 8544"",
    ""name"": ""Sandy Gallop Golf Club Ipswich""
}
```"
http://penfieldgolfclub.com.au/,"```json
{
  ""address"": ""Salisbury, about half an hour’s drive north of Adelaide’s CBD"",
  ""contact_number"": ""n/a"",
  ""name"": ""Penfield Golf Club""
}
```"
http://www.howlonggolf.com.au/,"```json
{
  ""address"": ""186 Golf club drive, howlong nsw 2643"",
  ""contact_number"": ""(02) 6026 5588"",
  ""name"": ""Howlong Golf Resort""
}
```"
http://www.windaroolakes.com.au/,"```json
{
  ""address"": ""Anna-Lousie Terrace\nWindaroo QLD 4207"",
  ""contact_number"": ""(07) 3804 0655"",
  ""name"": ""Windaroo Lakes Golf Club""
}
```"
http://www.nudgeegolf.com.au/,"```json
{
    ""address"": ""1207 Nudgee Road\nNudgee, Queensland 4014"",
    ""contact_number"": ""+61 07 3267 7744"",
    ""name"": ""Nudgee Golf Club""
}
```"
http://redcliffegolf.com/,"```json
{
  ""address"": ""Handsworth Street\nClontarf  QLD  4019"",
  ""contact_number"": ""+61 7 3284 5485"",
  ""name"": ""Redcliffe Golf Club""
}
```"
http://www.camdengolfclub.com.au/,n/a
http://www.hamiltonisland.com.au/bars-and-clubs/clubhouse-restaurant,"```json
{
  ""address"": ""n/a"",
  ""contact_number"": ""+61 7 4948 9760"",
  ""name"": ""Hamilton Island Golf Club""
}
```"
http://theridgegolf.com.au/,"```json
{
  ""address"": ""Recreation Drive\noff New Illawarra Road\nBarden Ridge NSW 2234"",
  ""contact_number"": ""(02) 9541 4960"",
  ""name"": ""The Ridge Golf Course and Driving Range""
}
```"
https://meadowpark.com.au/,n/a
http://www.port.golf/,"Safety issue, response not generated"
http://www.ouyengolfclub.com.au/,"```json
{
  ""address"": ""Ouyen Golf Club, PO Box 39, VIC 3490"",
  ""contact_number"": ""(03) 5092 1068"",
  ""name"": ""Ouyen Golf Club""
}
```"
https://www.wgc.net.au/cms/,n/a
http://www.murwillumbahgolfclub.com.au/,"```json
{
  ""address"": ""233 Byangum Road, Murwillumbah NSW 2484\nPO Box 185, Murwillumbah NSW 2484"",
  ""contact_number"": ""(02) 6672 1799"",
  ""name"": ""Murwillumbah Golf Club""
}
```"
http://aehgroup.com.au/shop,n/a
http://www.cranbournegolf.com.au/,n/a
http://www.portkemblagolfclub.com.au/,"```json
{
    ""address"": ""Golf Place, Primbee NSW"",
    ""contact_number"": ""(02) 4274 1159"",
    ""name"": ""Port Kembla Golf Club""
}
```"
http://www.lonsdalelinks.com.au/,"```json
{
    ""address"": ""Golf Place, Primbee NSW"",
    ""contact_number"": ""(02) 4274 1159"",
    ""name"": ""Port Kembla Golf Club""
}
```"
http://www.inverlochpar3.com.au/,n/a
https://swanreachgolfclub.com.au/,"```json
{
  ""address"": ""187 Nildottie Road, Swan Reach"",
  ""contact_number"": ""n/a"",
  ""name"": ""Swan Reach Golf Club""
}
```"
http://hamiltongolfclub.com.au/,n/a
http://www.camdenlakeside.com.au/,n/a
http://www.brightonlakesrgc.com.au/,n/a
http://www.sandhurst.com/,"```json
{
""address"": ""n/a"",
""contact_number"": ""n/a"",
""name"": ""Sandhurst Club""
}
```"
https://mtderrimut.com.au/,"```json
{
  ""address"": ""475 Mt Derrimut Road,\nDerrimut, Victoria, 3026"",
  ""contact_number"": ""(03) 8737 9011"",
  ""name"": ""Mt Derrimut Golf & Community Club""
}
```"
