"url","name","contact_number","address","about"
"http://www.rowesbaygolfclub.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb","n/a","n/a","n/a","n/a"
"https://eastwoodgolf.com.au/","n/a","n/a","n/a","n/a"
"http://www.cooberpedygolfclub.com.au/","n/a","n/a","n/a","n/a"
"http://www.sheppartongolf.net.au/","n/a","n/a","n/a","n/a"
"http://www.moegolfclub.com.au/","n/a","n/a","n/a","n/a"
"https://www.golf.org.au/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb","n/a","n/a","n/a","n/a"
"https://www.humptydoogolfclub.com.au/","n/a","n/a","n/a","n/a"
"http://www.terreyhillsgolf.com.au/","n/a","n/a","n/a","n/a"
"http://www.armidalegolf.com.au/","n/a","n/a","n/a","n/a"
"http://www.devilbendgolf.com.au/","n/a","n/a","n/a","n/a"
"http://portmacquariegolf.com.au/","n/a","n/a","n/a","n/a"
"http://www.leuragolfclub.com.au/","n/a","n/a","n/a","n/a"
"https://jamberoogolf.com.au/","n/a","n/a","n/a","n/a"
"http://www.richriver.com.au/","n/a","n/a","n/a","n/a"
"http://www.facebook.com/moranbahgolfclub","n/a","n/a","n/a","n/a"
"http://www.royalfremantlegc.com.au/","n/a","n/a","n/a","n/a"
"http://www.cheltenhamgolf.com.au/","n/a","n/a","n/a","n/a"
"http://www.boxhillgolfclub.com.au/?utm_source=GMB&utm_medium=GMB&utm_campaign=GMB","n/a","n/a","n/a","n/a"
"https://forstertuncurrygolf.com.au/","n/a","n/a","n/a","n/a"
"http://www.sandygallop.com.au/","n/a","n/a","n/a","n/a"
"http://penfieldgolfclub.com.au/","n/a","n/a","n/a","n/a"
"http://www.howlonggolf.com.au/","n/a","n/a","n/a","n/a"
"http://www.windaroolakes.com.au/","n/a","n/a","n/a","n/a"
"http://www.nudgeegolf.com.au/","n/a","n/a","n/a","n/a"
"http://redcliffegolf.com/","n/a","n/a","n/a","n/a"
"http://www.camdengolfclub.com.au/","n/a","n/a","n/a","n/a"
"http://www.hamiltonisland.com.au/bars-and-clubs/clubhouse-restaurant","n/a","n/a","n/a","n/a"
"http://theridgegolf.com.au/","n/a","n/a","n/a","n/a"
"https://meadowpark.com.au/","n/a","n/a","n/a","n/a"
"http://www.port.golf/","n/a","n/a","n/a","n/a"
"http://www.ouyengolfclub.com.au/","n/a","n/a","n/a","n/a"
"https://www.wgc.net.au/cms/","n/a","n/a","n/a","n/a"
"http://www.murwillumbahgolfclub.com.au/","n/a","n/a","n/a","n/a"
"http://aehgroup.com.au/shop","n/a","n/a","n/a","n/a"
"http://www.cranbournegolf.com.au/","n/a","n/a","n/a","n/a"
"http://www.portkemblagolfclub.com.au/","n/a","n/a","n/a","n/a"
"http://www.lonsdalelinks.com.au/","n/a","n/a","n/a","n/a"
"http://www.inverlochpar3.com.au/","n/a","n/a","n/a","n/a"
"https://swanreachgolfclub.com.au/","n/a","n/a","n/a","n/a"
"http://hamiltongolfclub.com.au/","n/a","n/a","n/a","n/a"
"http://www.camdenlakeside.com.au/","n/a","n/a","n/a","n/a"
"http://www.brightonlakesrgc.com.au/","n/a","n/a","n/a","n/a"
"http://www.sandhurst.com/","n/a","n/a","n/a","n/a"
"https://mtderrimut.com.au/","n/a","n/a","n/a","n/a"
